site_year,Rotation,site,Year,common_name,sci_name,disturbance_site,region,NSRNAME,NSRCODE
2_2009,Rotation 1,2,2009,Tumid Notchwort,Lophozia ventricosa,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Ciliated Fringewort,Ptilidium ciliare,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,VNA,Dicranum,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Bog Bead Moss,Aulacomnium palustre,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Stair-step Moss,Hylocomium splendens,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Liverworts,Marchantiopsida,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,VNA,Cephaloziella hampeana,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Creeping Feather-Moss,Amblystegium serpens,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Common Hair-cap,Pohlia nutans,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Wooly Feather-moss,Tomentypnum nitens,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Greenland curved-tail moss,Dicranum fuscescens,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,VNA,Lophozia badensis,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Broom Moss,Dicranum polysetum,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Long Forked Moss,Dicranum acutifolium,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Slender-stemmed Hair Moss,Ditrichum flexicaule,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,VNA,Cephaloziella spinigera,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,VNA,Lophozia,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Purple Moss,Ceratodon purpureus,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,VNA,Bryum,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Cord Moss,Eurhynchiastrum pulchellum,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,VNA,Brachythecium,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Many-flowered Leskea,Pylaisia polyantha,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,VNA,Lophozia obtusa,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Whip Fork Moss,Dicranum elongatum,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Mountain Spur-moss,Oncophorus wahlenbergii,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,VNA,Pohlia,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,VNA,Lophozia incisa,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,VNA,Abietinella abietina,NA,B,Northern Mixedwood,NM
2_2009,Rotation 1,2,2009,Strict Haircap,Polytrichum strictum,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,VNA,Brachythecium,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Broom Moss,Dicranum polysetum,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Common Hair-cap,Pohlia nutans,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,VNA,Cephaloziella rubella,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Juniper Haircap Moss,Polytrichum juniperinum,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Mountain Spur-moss,Oncophorus wahlenbergii,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Awned Haircap Moss,Polytrichum piliferum,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Stair-step Moss,Hylocomium splendens,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Ciliated Fringewort,Ptilidium ciliare,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Purple Moss,Ceratodon purpureus,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Spruce's Leskea,Platydictya jungermannioides,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Rusty Hook-moss,Scorpidium revolvens,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,VNA,Cephaloziella elachista,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,VNA,Lophozia,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Tumid Notchwort,Lophozia ventricosa,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Many-flowered Leskea,Pylaisia polyantha,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Golden Thread-moss,Leptobryum pyriforme,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Aspen Stocking Moss,Ptilium crista-castrensis,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Wavy Dicranum,Dicranum montanum,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Creeping Feather-Moss,Amblystegium serpens,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Bog Bead Moss,Aulacomnium palustre,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,VNA,Pohlia,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Narrow Cruet-moss,Tetraplodon angustatus,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Wavy Dicranum,Dicranum scoparium,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,NA,B,Northern Mixedwood,NM
3_2009,Rotation 1,3,2009,VNA,Dicranum,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Wooly Feather-moss,Tomentypnum nitens,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Common Hair-cap,Pohlia nutans,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Bog Bead Moss,Aulacomnium palustre,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Ciliated Fringewort,Ptilidium ciliare,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,VNA,Bryum,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,VNA,Brachythecium,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Stair-step Moss,Hylocomium splendens,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Slender-stemmed Hair Moss,Ditrichum flexicaule,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Meadow Hypnum Moss,Hypnum pratense,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Lesser Tamarisk-moss,Thuidium recognitum,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Broom Moss,Dicranum polysetum,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Tumid Notchwort,Lophozia ventricosa,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Cord Moss,Eurhynchiastrum pulchellum,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,VNA,Dicranum,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,VNA,Cephaloziella divaricata,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Juniper Haircap Moss,Polytrichum juniperinum,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,VNA,Lophozia,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,VNA,Drepanocladus,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Bird's Claw Screw Moss,Barbula convoluta,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Hispid Campylium Moss,Campylium stellatum,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Mountain Curved-back Moss,Myurella julacea,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Woodsy Thyme-moss,Plagiomnium cuspidatum,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,VNA,Scorpidium scorpioides,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Purple Moss,Ceratodon purpureus,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Creeping Feather-Moss,Amblystegium serpens,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,VNA,Chiloscyphus polyanthos,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,Golden Feather-moss,Campyliadelphus chrysophyllus,NA,B,Northern Mixedwood,NM
13_2009,Rotation 1,13,2009,VNA,Distichium capillaceum,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Bog Bead Moss,Aulacomnium palustre,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Wooly Feather-moss,Tomentypnum nitens,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,VNA,Brachythecium,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Brown Tapering Splachnum,Tetraplodon mnioides,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Tumid Notchwort,Lophozia ventricosa,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,VNA,Pohlia,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Forcipated Pincerwort,Cephalozia connivens,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Common Hair-cap,Pohlia nutans,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Red Leaf Moss,Blepharostoma trichophyllum,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Greenland curved-tail moss,Dicranum fuscescens,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,VNA,Cephaloziella hampeana,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Ciliated Fringewort,Ptilidium ciliare,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Stair-step Moss,Hylocomium splendens,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Broom Moss,Dicranum polysetum,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,VNA,Bryum,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,VNA,Lophozia alpestris,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Varnished Hook-moss,Hamatocaulis vernicosus,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Golden Thread-moss,Leptobryum pyriforme,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,VNA,Lophozia,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Purple Moss,Ceratodon purpureus,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Creeping Feather-Moss,Amblystegium serpens,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Marsh Thyme-moss,Plagiomnium ellipticum,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Autumn Flatwort,Jamesoniella autumnalis,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,Slender-stemmed Hair Moss,Ditrichum flexicaule,NA,B,Northern Mixedwood,NM
14_2009,Rotation 1,14,2009,VNA,Dicranum,NA,B,Northern Mixedwood,NM
15_2009,Rotation 1,15,2009,VNA,Bryum,NA,B,Northern Mixedwood,NM
15_2009,Rotation 1,15,2009,Creeping Feather-Moss,Amblystegium serpens,NA,B,Northern Mixedwood,NM
15_2009,Rotation 1,15,2009,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Northern Mixedwood,NM
15_2009,Rotation 1,15,2009,VNA,Brachythecium,NA,B,Northern Mixedwood,NM
15_2009,Rotation 1,15,2009,Golden Thread-moss,Leptobryum pyriforme,NA,B,Northern Mixedwood,NM
15_2009,Rotation 1,15,2009,Many-flowered Leskea,Pylaisia polyantha,NA,B,Northern Mixedwood,NM
15_2009,Rotation 1,15,2009,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Northern Mixedwood,NM
15_2009,Rotation 1,15,2009,Purple Moss,Ceratodon purpureus,NA,B,Northern Mixedwood,NM
15_2009,Rotation 1,15,2009,Ciliated Fringewort,Ptilidium ciliare,NA,B,Northern Mixedwood,NM
15_2009,Rotation 1,15,2009,Woodsy Thyme-moss,Plagiomnium cuspidatum,NA,B,Northern Mixedwood,NM
15_2009,Rotation 1,15,2009,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Northern Mixedwood,NM
15_2009,Rotation 1,15,2009,Marsh Thyme-moss,Plagiomnium ellipticum,NA,B,Northern Mixedwood,NM
15_2009,Rotation 1,15,2009,Cord Moss,Eurhynchiastrum pulchellum,NA,B,Northern Mixedwood,NM
15_2009,Rotation 1,15,2009,VNA,Abietinella abietina,NA,B,Northern Mixedwood,NM
15_2009,Rotation 1,15,2009,Stair-step Moss,Hylocomium splendens,NA,B,Northern Mixedwood,NM
15_2009,Rotation 1,15,2009,Mountain Spur-moss,Oncophorus wahlenbergii,NA,B,Northern Mixedwood,NM
15_2009,Rotation 1,15,2009,VNA,Ptilidium,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,VNA,Orthothecium chryseum,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,VNA,Dicranum,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,VNA,Bryum,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,VNA,Brachythecium,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Greenland curved-tail moss,Dicranum fuscescens,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,VNA,Cephaloziella rubella,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Creeping Feather-Moss,Amblystegium serpens,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Golden Feather-moss,Campyliadelphus chrysophyllus,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Bog Bead Moss,Aulacomnium palustre,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Wooly Feather-moss,Tomentypnum nitens,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,VNA,Calypogeia suecica,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Stair-step Moss,Hylocomium splendens,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Slender-stemmed Hair Moss,Ditrichum flexicaule,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Ciliated Fringewort,Ptilidium ciliare,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Broom Moss,Dicranum polysetum,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Purple Moss,Ceratodon purpureus,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Many-flowered Leskea,Pylaisia polyantha,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Common Hair-cap,Pohlia nutans,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Juniper Haircap Moss,Polytrichum juniperinum,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Forcipated Pincerwort,Cephalozia connivens,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Tumid Notchwort,Lophozia ventricosa,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Hispid Campylium Moss,Campylium stellatum,NA,B,Northern Mixedwood,NM
32_2009,Rotation 1,32,2009,Brown Tapering Splachnum,Tetraplodon mnioides,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,Common Hair-cap,Pohlia nutans,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,Broom Moss,Dicranum polysetum,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,Ciliated Fringewort,Ptilidium ciliare,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,Purple Moss,Ceratodon purpureus,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,Stair-step Moss,Hylocomium splendens,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,VNA,Brachythecium,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,Blunt-leaved Bristle-moss,Orthotrichum obtusifolium,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,Many-flowered Leskea,Pylaisia polyantha,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,Whip Fork Moss,Dicranum elongatum,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,VNA,Cephaloziella rubella,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,Golden Thread-moss,Leptobryum pyriforme,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,VNA,Orthotrichum speciosum,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,VNA,Dicranum,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,Juniper Haircap Moss,Polytrichum juniperinum,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,Bonfire Moss,Funaria hygrometrica,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,VNA,Bryum,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,Umbrella Liverwort,Marchantia polymorpha,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,Creeping Feather-Moss,Amblystegium serpens,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Northern Mixedwood,NM
33_2009,Rotation 1,33,2009,VNA,Pohlia proligera,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,VNA,Pohlia,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Ciliated Fringewort,Ptilidium ciliare,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Stair-step Moss,Hylocomium splendens,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Common Hair-cap,Pohlia nutans,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Woodsy Thyme-moss,Plagiomnium cuspidatum,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,VNA,Dicranum,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Many-flowered Leskea,Pylaisia polyantha,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,VNA,Brachythecium,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Creeping Feather-Moss,Amblystegium serpens,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,VNA,Bryum,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Capitate Notchwort,Lophozia excisa,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,VNA,Chiloscyphus polyanthos,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Lesser Crestwort,Lophocolea minor,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Mountain Spur-moss,Oncophorus wahlenbergii,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Golden Thread-moss,Leptobryum pyriforme,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Bog Bead Moss,Aulacomnium palustre,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Wooly Feather-moss,Tomentypnum nitens,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Bog Germanderwort,Riccardia latifrons,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Bog Pouchwort,Calypogeia sphagnicola,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Hispid Campylium Moss,Campylium stellatum,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Long Forked Moss,Dicranum acutifolium,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Heart-leaved Spear Moss,Calliergon cordifolium,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Broad-nerved Hump-moss,Meesia uliginosa,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Marsh Thyme-moss,Plagiomnium ellipticum,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Purple Moss,Ceratodon purpureus,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,VNA,Drepanocladus,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Red Beard Moss,Bryoerythrophyllum recurvirostrum,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Rusty Hook-moss,Scorpidium revolvens,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Common Red Peat-moss,Sphagnum capillifolium,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Mountain Curved-back Moss,Myurella julacea,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,VNA,Chiloscyphus pallescens,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Meadow Hypnum Moss,Hypnum pratense,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Juniper Haircap Moss,Polytrichum juniperinum,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,VNA,Distichium capillaceum,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Umbrella Liverwort,Marchantia polymorpha,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Slender Leafy Moss,Rhizomnium gracile,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Inclined-fruit Didymodon,Distichium inclinatum,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,Fuscous Moss,Dicranum fragilifolium,NA,B,Northern Mixedwood,NM
34_2009,Rotation 1,34,2009,VNA,Moerckia hibernica,NA,B,Northern Mixedwood,NM
497_2009,Rotation 1,497,2009,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Bog Bead Moss,Aulacomnium palustre,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Girgensohn's moss,Sphagnum fuscum,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Anomalous Flapwort,Mylia anomala,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Strict Haircap,Polytrichum strictum,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Greenland curved-tail moss,Dicranum fuscescens,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Broom Moss,Dicranum polysetum,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,VNA,Brachythecium,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Common Hair-cap,Pohlia nutans,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,VNA,Gymnocolea inflata,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Squarrose Peat Moss,Sphagnum russowii,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Stair-step Moss,Hylocomium splendens,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Wooly Feather-moss,Tomentypnum nitens,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Creeping Fingerwort,Lepidozia reptans,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Creeping Feather-Moss,Amblystegium serpens,NA,B,Central Mixedwood,CM
497_2009,Rotation 1,497,2009,Woodsy Thyme-moss,Plagiomnium cuspidatum,NA,B,Central Mixedwood,CM
