site_year,Rotation,site,Year,common_name,sci_name,disturbance_site,region,NSRNAME,NSRCODE
63_2016,Rotation 2,63,2016,Lesser Crestwort,Lophocolea minor,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,VNA,Scapania,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Hispid Campylium Moss,Campylium stellatum,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,VNA,Pohlia,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Red Leaf Moss,Blepharostoma trichophyllum,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,VNA,Brachytheciaceae,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Liverworts,Marchantiophyta,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,VNA,Dicranaceae,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Ciliated Fringewort,Ptilidium ciliare,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,VNA,Plagiochila,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Wooly Feather-moss,Tomentypnum nitens,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,VNA,Cephaloziella rubella,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Tumid Notchwort,Lophozia ventricosa,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Heath Earwort,Scapania irrigua,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Stair-step Moss,Hylocomium splendens,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Knieff's Hook-moss,Drepanocladus aduncus,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,VNA,Lophozia,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Moon-leaved Pincerwort,Cephalozia lunulifolia,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,VNA,Odontoschisma denudatum,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,VNA,Bryaceae,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Golden Thread-moss,Leptobryum pyriforme,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Variable-leaved Crestwort,Lophocolea heterophylla,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,VNA,Jungermanniales,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Aspen Stocking Moss,Ptilium crista-castrensis,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Marsh Thyme-moss,Plagiomnium ellipticum,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Purple Moss,Ceratodon purpureus,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Copper Wire Moss,Pohlia cruda,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,VNA,Ptychostomum creberrimum,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,VNA,Riccardia,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,VNA,Ptychostomum pseudotriquetrum,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,VNA,Plagiomnium,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Spruce's Leskea,Platydictya jungermannioides,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,VNA,Lophocolea,NA,B,Northern Mixedwood,NM
63_2016,Rotation 2,63,2016,Knieff's Feather-moss,Leptodictyum riparium,NA,B,Northern Mixedwood,NM
91_2016,Rotation 2,91,2016,Golden Thread-moss,Leptobryum pyriforme,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,VNA,Amblystegiaceae,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,VNA,Brachytheciaceae,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Marsh Thyme-moss,Plagiomnium ellipticum,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Hispid Campylium Moss,Campylium stellatum,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,VNA,Bryaceae,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Creeping Feather-Moss,Amblystegium serpens,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Meadow Hypnum Moss,Hypnum pratense,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,VNA,Campylium protensum,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Many-flowered Leskea,Pylaisia polyantha,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,VNA,Calliergon,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,VNA,Drepanocladus sordidus,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,VNA,Ptychostomum creberrimum,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Purple Moss,Ceratodon purpureus,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,VNA,Pohlia,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,VNA,Ptychostomum pseudotriquetrum,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Bright Silk-moss,Plagiothecium laetum,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Lindberg's Plain-moss,Hypnum lindbergii,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Knieff's Hook-moss,Drepanocladus aduncus,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Common Hair-cap,Pohlia nutans,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Slender Leafy Moss,Rhizomnium gracile,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Wooly Feather-moss,Tomentypnum nitens,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Umbrella Liverwort,Marchantia polymorpha,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Giant Spear Moss,Calliergon giganteum,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Mountain Curved-back Moss,Myurella julacea,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Bog Bead Moss,Aulacomnium palustre,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,VNA,Mniaceae,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,VNA,Cephalozia,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Mosses,Bryophyta,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Tufted Moss,Aneura pinguis,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Bonfire Moss,Funaria hygrometrica,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Juniper Haircap Moss,Polytrichum juniperinum,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Wavy Dicranum,Dicranum scoparium,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,VNA,Cephaloziella rubella,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Purple Horn-toothed Moss,Cephalozia pleniceps,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Stair-step Moss,Hylocomium splendens,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Greenland Broom Moss,Dicranum groenlandicum,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Ciliated Fringewort,Ptilidium ciliare,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Strict Haircap,Polytrichum strictum,NA,B,Central Mixedwood,CM
91_2016,Rotation 2,91,2016,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Amblystegiaceae,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Bryaceae,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Hispid Campylium Moss,Campylium stellatum,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Brachytheciaceae,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Varnished Hook-moss,Hamatocaulis vernicosus,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Rosulabryum laevifilum,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Wooly Feather-moss,Tomentypnum nitens,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Scorpidium cossonii,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Giant Spear Moss,Calliergon giganteum,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Campylium,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Ptychostomum creberrimum,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Knieff's Hook-moss,Drepanocladus aduncus,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Ptychostomum pseudotriquetrum,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Purple Moss,Ceratodon purpureus,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Plagiochila porelloides,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Common Hair-cap,Pohlia nutans,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Bog Bead Moss,Aulacomnium palustre,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Mosses,Bryophyta,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Meadow Hypnum Moss,Hypnum pratense,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Juniper Haircap Moss,Polytrichum juniperinum,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Lophozia,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Marsh Thyme-moss,Plagiomnium ellipticum,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Creeping Feather-Moss,Amblystegium serpens,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Golden Thread-moss,Leptobryum pyriforme,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Broad-nerved Hump-moss,Meesia uliginosa,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Ciliated Fringewort,Ptilidium ciliare,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Cushion Moss,Dicranum ontariense,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Chiloscyphus pallescens,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Stair-step Moss,Hylocomium splendens,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Spruce's Leskea,Platydictya jungermannioides,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Cushion Moss,Dicranum flagellare,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Brachythecium,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Mniaceae,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Ptilidium,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Cephaloziella,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Cephaloziella rubella,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Horned Flapwort,Lophozia longidens,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Broom Moss,Dicranum polysetum,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Many-flowered Leskea,Pylaisia polyantha,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Scapania,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Lophocolea,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Aspen Stocking Moss,Ptilium crista-castrensis,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Mountain Spur-moss,Oncophorus wahlenbergii,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Tinyleaf Small Plume Moss,Haplocladium microphyllum,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Autumn Flatwort,Jamesoniella autumnalis,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Chiloscyphus,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,VNA,Pohlia,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Long Forked Moss,Dicranum acutifolium,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Heller,Crossocalyx hellerianus,NA,B,Central Mixedwood,CM
120_2016,Rotation 2,120,2016,Strict Haircap,Polytrichum strictum,NA,B,Central Mixedwood,CM
121_2016,Rotation 2,121,2016,Cord Moss,Eurhynchiastrum pulchellum,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Ciliated Fringewort,Ptilidium ciliare,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Fuscous Moss,Dicranum fragilifolium,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Aspen Stocking Moss,Ptilium crista-castrensis,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Stair-step Moss,Hylocomium splendens,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Flat-brocade Moss,Platygyrium repens,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Lophozia,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Mountain Spur-moss,Oncophorus wahlenbergii,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Many-flowered Leskea,Pylaisia polyantha,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Sickle-leaved Hook-moss,Sanionia uncinata,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Dicranum,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Cushion Moss,Dicranum flagellare,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Amblystegiaceae,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Autumn Flatwort,Jamesoniella autumnalis,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Heller,Crossocalyx hellerianus,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Knight's Plume Moss,Ptilidium pulcherrimum,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Orthotrichum,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Brachytheciaceae,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Greenland curved-tail moss,Dicranum fuscescens,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Creeping Feather-Moss,Amblystegium serpens,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Variable-leaved Crestwort,Lophocolea heterophylla,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Small Notchwort,Lophozia ascendens,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Woodsy Thyme-moss,Plagiomnium cuspidatum,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Drummond's Leafy Moss,Plagiomnium drummondii,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Lesser Crestwort,Lophocolea minor,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Plagiomnium,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Orthotrichum elegans,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Hypnaceae,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Red-stemmed Pipecleaner Moss,Rhytidiadelphus triquetrus,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Marsh Thyme-moss,Plagiomnium ellipticum,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Lesser Tamarisk-moss,Thuidium recognitum,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Alpine Thyme-moss,Plagiomnium medium,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Purple Moss,Ceratodon purpureus,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Bryaceae,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Liverworts,Marchantiophyta,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Lophocolea,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Knieff's Hook-moss,Drepanocladus aduncus,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Tumid Notchwort,Lophozia ventricosa,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Cephalozia,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Flat Stump Moss,Herzogiella turfacea,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Bristly Bentleaf Moss,Campylophyllum hispidulum,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Ptilidium,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Tinyleaf Small Plume Moss,Haplocladium microphyllum,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Mosses,Bryophyta,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Mniaceae,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Common Hair-cap,Pohlia nutans,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Juniper Haircap Moss,Polytrichum juniperinum,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Golden Thread-moss,Leptobryum pyriforme,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Golden Feather-moss,Campyliadelphus chrysophyllus,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Bog Germanderwort,Riccardia latifrons,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Red Leaf Moss,Blepharostoma trichophyllum,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Pohlia,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Timmia,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Bog Bead Moss,Aulacomnium palustre,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Timmia megapolitana,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Hypnum Moss,Hypnum pallescens,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Narrow-leaved Splachnum,Tetraphis pellucida,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Lindberg's Plain-moss,Hypnum lindbergii,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Jungermanniales,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Ptychostomum pseudotriquetrum,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Cephaloziella,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,VNA,Brachythecium,NA,B,Peace-Athabasca Delta,PAD
121_2016,Rotation 2,121,2016,Meadow Hypnum Moss,Hypnum pratense,NA,B,Peace-Athabasca Delta,PAD
240_2016,Rotation 2,240,2016,Awned Haircap Moss,Polytrichum piliferum,NA,B,Athabasca Plain,AP
240_2016,Rotation 2,240,2016,Purple Moss,Ceratodon purpureus,NA,B,Athabasca Plain,AP
240_2016,Rotation 2,240,2016,VNA,Bryaceae,NA,B,Athabasca Plain,AP
240_2016,Rotation 2,240,2016,Juniper Haircap Moss,Polytrichum juniperinum,NA,B,Athabasca Plain,AP
241_2016,Rotation 2,241,2016,Stair-step Moss,Hylocomium splendens,NA,B,Athabasca Plain,AP
241_2016,Rotation 2,241,2016,Purple Moss,Ceratodon purpureus,NA,B,Athabasca Plain,AP
241_2016,Rotation 2,241,2016,VNA,Dicranum,NA,B,Athabasca Plain,AP
241_2016,Rotation 2,241,2016,VNA,Cephalozia,NA,B,Athabasca Plain,AP
241_2016,Rotation 2,241,2016,Broom Moss,Dicranum polysetum,NA,B,Athabasca Plain,AP
241_2016,Rotation 2,241,2016,Common Hair-cap,Pohlia nutans,NA,B,Athabasca Plain,AP
241_2016,Rotation 2,241,2016,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Athabasca Plain,AP
241_2016,Rotation 2,241,2016,Ciliated Fringewort,Ptilidium ciliare,NA,B,Athabasca Plain,AP
241_2016,Rotation 2,241,2016,Wavy Dicranum,Dicranum scoparium,NA,B,Athabasca Plain,AP
241_2016,Rotation 2,241,2016,Juniper Haircap Moss,Polytrichum juniperinum,NA,B,Athabasca Plain,AP
241_2016,Rotation 2,241,2016,Bog Bead Moss,Aulacomnium palustre,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,Purple Moss,Ceratodon purpureus,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,Common Hair-cap,Pohlia nutans,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,VNA,Polytrichum,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,VNA,Bryaceae,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,Awned Haircap Moss,Polytrichum piliferum,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,Juniper Haircap Moss,Polytrichum juniperinum,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,VNA,Cephaloziella,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,Umbrella Liverwort,Marchantia polymorpha,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,VNA,Pohlia,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,Bog Bead Moss,Aulacomnium palustre,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,Floating Hook-moss,Warnstorfia fluitans,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,Strict Haircap,Polytrichum strictum,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,Rusty Peat Moss,Sphagnum fallax,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,VNA,Cephaloziella rubella,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,Juniper Polytrichum Moss,Polytrichum commune,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,Peat Moss,Sphagnum,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,Common Red Peat-moss,Sphagnum capillifolium,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,VNA,Tetraphis,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,Calypogeja,Calypogeia,NA,B,Athabasca Plain,AP
242_2016,Rotation 2,242,2016,Anomalous Flapwort,Mylia anomala,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Knieff's Hook-moss,Drepanocladus aduncus,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Wooly Feather-moss,Tomentypnum nitens,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Marsh Thyme-moss,Plagiomnium ellipticum,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,VNA,Ptychostomum pseudotriquetrum,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,VNA,Brachytheciaceae,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Wavy Heron's-bill Moss,Dicranum undulatum,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Bog Bead Moss,Aulacomnium palustre,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Blandow's Helodium Moss,Helodium blandowii,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Ciliated Fringewort,Ptilidium ciliare,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Creeping Fingerwort,Lepidozia reptans,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,VNA,Cephalozia,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,VNA,Lophozia,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,VNA,Cephaloziella,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,VNA,Drepanocladus,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Common Hair-cap,Pohlia nutans,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Tufted Moss,Aneura pinguis,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Hispid Campylium Moss,Campylium stellatum,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Convolute Screw Moss,Barbilophozia kunzeana,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Red Leaf Moss,Blepharostoma trichophyllum,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Golden Thread-moss,Leptobryum pyriforme,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Mountain Spur-moss,Oncophorus wahlenbergii,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Purple Moss,Ceratodon purpureus,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Stair-step Moss,Hylocomium splendens,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,VNA,Aulacomnium turgidum,NA,B,Athabasca Plain,AP
270_2016,Rotation 2,270,2016,Red-stemmed Feather-moss,Pleurozium schreberi,NA,B,Athabasca Plain,AP
